,Patient,Frame,Cluster,Pose
6750,Therapist_1,3553,1,Leaning
6751,Therapist_1,3564,1,Leaning
6752,Therapist_1,3565,1,Leaning
6753,Therapist_1,3576,1,Leaning
6754,Therapist_1,3587,1,Leaning
6755,Therapist_1,3598,1,Leaning
6756,Therapist_1,3609,1,Leaning
6757,Therapist_1,3620,1,Leaning
6758,Therapist_1,3631,1,Leaning
6759,Therapist_1,3642,1,Leaning
6760,Therapist_1,3653,1,Leaning
6761,Therapist_1,3664,1,Leaning
6762,Therapist_1,3675,1,Leaning
6763,Therapist_1,3676,1,Leaning
6764,Therapist_1,3687,1,Leaning
6765,Therapist_1,3698,1,Leaning
6766,Therapist_1,3709,1,Leaning
6767,Therapist_1,3720,1,Leaning
6768,Therapist_1,3731,1,Leaning
6769,Therapist_1,3742,1,Leaning
6770,Therapist_1,3753,1,Leaning
6771,Therapist_1,3764,1,Leaning
6772,Therapist_1,3775,1,Leaning
6773,Therapist_1,3786,1,Leaning
6774,Therapist_1,3787,1,Leaning
6775,Therapist_1,3798,1,Leaning
6776,Therapist_1,3809,1,Leaning
6777,Therapist_1,3820,1,Leaning
6778,Therapist_1,3831,1,Leaning
6779,Therapist_1,3842,1,Leaning
6780,Therapist_1,3853,1,Leaning
6781,Therapist_1,3864,1,Leaning
6782,Therapist_1,3875,1,Leaning
6783,Therapist_1,3886,1,Leaning
6784,Therapist_1,3897,1,Leaning
6785,Therapist_1,3898,1,Leaning
6786,Therapist_1,3909,1,Leaning
6787,Therapist_1,3920,1,Leaning
6788,Therapist_1,3931,1,Leaning
6789,Therapist_1,3942,1,Leaning
6790,Therapist_1,3953,1,Leaning
6791,Therapist_1,3964,1,Leaning
6792,Therapist_1,3975,1,Leaning
6793,Therapist_1,3986,1,Leaning
6794,Therapist_1,3997,1,Leaning
6795,Therapist_1,4008,1,Leaning
6796,Therapist_1,4009,1,Leaning
6797,Therapist_1,4010,1,Leaning
6798,Therapist_1,4021,1,Leaning
6799,Therapist_1,4032,1,Leaning
6800,Therapist_1,4043,1,Leaning
6801,Therapist_1,4054,1,Leaning
6802,Therapist_1,4065,1,Leaning
6803,Therapist_1,4076,1,Leaning
6804,Therapist_1,4087,1,Leaning
6805,Therapist_1,4098,1,Leaning
6806,Therapist_1,4109,1,Leaning
6807,Therapist_1,4120,1,Leaning
6808,Therapist_1,4121,1,Leaning
6809,Therapist_1,4132,1,Leaning
6810,Therapist_1,4143,1,Leaning
6811,Therapist_1,4154,1,Leaning
6812,Therapist_1,4165,1,Leaning
6813,Therapist_1,4176,1,Leaning
6814,Therapist_1,4187,1,Leaning
6815,Therapist_1,4198,1,Leaning
6816,Therapist_1,4209,1,Leaning
6817,Therapist_1,4220,1,Leaning
6818,Therapist_1,4231,1,Leaning
6819,Therapist_1,4232,1,Leaning
6820,Therapist_1,4243,1,Leaning
6821,Therapist_1,4254,1,Leaning
6822,Therapist_1,4265,1,Leaning
6823,Therapist_1,4276,1,Leaning
6824,Therapist_1,4287,1,Leaning
6825,Therapist_1,4298,1,Leaning
6826,Therapist_1,4309,1,Leaning
6827,Therapist_1,4320,1,Leaning
6828,Therapist_1,4331,1,Leaning
6829,Therapist_1,4342,1,Leaning
6830,Therapist_1,4343,1,Leaning
6831,Therapist_1,4354,1,Leaning
6832,Therapist_1,4365,1,Leaning
6833,Therapist_1,4376,1,Leaning
6834,Therapist_1,4387,1,Leaning
6835,Therapist_1,4398,1,Leaning
6836,Therapist_1,4409,1,Leaning
6837,Therapist_1,4420,1,Leaning
6838,Therapist_1,4431,1,Leaning
6839,Therapist_1,4442,1,Leaning
6840,Therapist_1,4453,1,Leaning
6841,Therapist_1,4454,1,Leaning
6842,Therapist_1,4465,1,Leaning
6843,Therapist_1,4476,1,Leaning
6844,Therapist_1,4487,1,Leaning
6845,Therapist_1,4498,1,Leaning
6846,Therapist_1,4509,1,Leaning
6847,Therapist_1,4520,1,Leaning
6848,Therapist_1,4531,1,Leaning
6849,Therapist_1,4542,1,Leaning
6850,Therapist_1,4553,1,Leaning
6851,Therapist_1,4564,1,Leaning
6852,Therapist_1,4565,1,Leaning
6853,Therapist_1,4576,1,Leaning
6854,Therapist_1,4587,1,Leaning
6855,Therapist_1,4598,1,Leaning
6856,Therapist_1,4609,1,Leaning
6857,Therapist_1,4620,1,Leaning
6858,Therapist_1,4631,1,Leaning
6859,Therapist_1,4642,1,Leaning
6860,Therapist_1,4653,1,Leaning
6861,Therapist_1,4664,1,Leaning
6862,Therapist_1,4675,1,Leaning
6863,Therapist_1,4676,1,Leaning
6864,Therapist_1,4687,1,Leaning
6865,Therapist_1,4698,1,Leaning
6866,Therapist_1,4709,1,Leaning
6867,Therapist_1,4720,1,Leaning
6868,Therapist_1,4731,1,Leaning
6869,Therapist_1,4742,1,Leaning
6870,Therapist_1,4753,1,Leaning
6871,Therapist_1,4764,1,Leaning
6872,Therapist_1,4775,1,Leaning
6873,Therapist_1,4786,1,Leaning
6874,Therapist_1,4787,1,Leaning
6875,Therapist_1,4798,1,Leaning
6876,Therapist_1,4809,1,Leaning
6877,Therapist_1,4820,1,Leaning
6878,Therapist_1,4831,1,Leaning
6879,Therapist_1,4842,1,Leaning
6880,Therapist_1,4853,1,Leaning
6881,Therapist_1,4864,1,Leaning
6882,Therapist_1,4875,1,Leaning
6883,Therapist_1,4886,1,Leaning
6884,Therapist_1,4897,1,Leaning
6885,Therapist_1,4898,1,Leaning
6886,Therapist_1,4909,1,Leaning
6887,Therapist_1,4920,1,Leaning
6888,Therapist_1,4931,1,Leaning
6889,Therapist_1,4942,1,Leaning
6890,Therapist_1,4953,1,Leaning
6891,Therapist_1,4964,1,Leaning
6892,Therapist_1,4975,1,Leaning
6893,Therapist_1,4986,1,Leaning
6894,Therapist_1,4997,1,Leaning
6895,Therapist_1,5008,1,Leaning
6896,Therapist_1,5009,1,Leaning
6897,Therapist_1,5020,1,Leaning
6898,Therapist_1,5031,1,Leaning
6899,Therapist_1,5042,1,Leaning
6900,Therapist_1,5053,1,Leaning
6901,Therapist_1,5064,1,Leaning
6902,Therapist_1,5075,1,Leaning
6903,Therapist_1,5108,1,Leaning
6904,Therapist_1,5119,1,Leaning
6905,Therapist_1,5120,1,Leaning
6906,Therapist_1,5121,1,Leaning
6907,Therapist_1,5132,1,Leaning
6908,Therapist_1,5143,1,Leaning
6909,Therapist_1,5154,1,Leaning
6910,Therapist_1,5165,1,Leaning
6911,Therapist_1,5176,1,Leaning
6912,Therapist_1,5187,1,Leaning
6913,Therapist_1,5198,1,Leaning
6914,Therapist_1,5209,1,Leaning
6915,Therapist_1,5220,1,Leaning
6916,Therapist_1,5231,1,Leaning
6917,Therapist_1,5232,1,Leaning
6918,Therapist_1,5243,1,Leaning
6919,Therapist_1,5254,1,Leaning
6920,Therapist_1,5265,1,Leaning
6921,Therapist_1,5276,1,Leaning
6922,Therapist_1,5287,1,Leaning
6923,Therapist_1,5298,1,Leaning
6924,Therapist_1,5309,1,Leaning
6925,Therapist_1,5320,1,Leaning
6926,Therapist_1,5331,1,Leaning
6927,Therapist_1,5342,1,Leaning
6928,Therapist_1,5343,1,Leaning
6929,Therapist_1,5354,1,Leaning
6930,Therapist_1,5365,1,Leaning
6931,Therapist_1,5376,1,Leaning
6932,Therapist_1,5387,1,Leaning
6933,Therapist_1,5398,1,Leaning
6934,Therapist_1,5409,1,Leaning
6935,Therapist_1,5453,1,Leaning
6936,Therapist_1,5564,1,Leaning
6937,Therapist_1,5675,1,Leaning
6938,Therapist_1,5720,1,Leaning
6939,Therapist_1,5731,1,Leaning
6940,Therapist_1,5742,1,Leaning
6941,Therapist_1,5753,1,Leaning
6942,Therapist_1,5764,1,Leaning
6943,Therapist_1,5775,1,Leaning
6944,Therapist_1,5786,1,Leaning
6945,Therapist_1,5787,1,Leaning
6946,Therapist_1,5798,1,Leaning
6947,Therapist_1,5809,1,Leaning
6948,Therapist_1,5820,1,Leaning
6949,Therapist_1,5831,1,Leaning
6950,Therapist_1,5842,1,Leaning
6951,Therapist_1,5853,1,Leaning
6952,Therapist_1,5864,1,Leaning
6953,Therapist_1,5875,1,Leaning
6954,Therapist_1,5886,1,Leaning
6955,Therapist_1,5897,1,Leaning
6956,Therapist_1,5898,1,Leaning
6957,Therapist_1,5909,1,Leaning
6958,Therapist_1,5920,1,Leaning
6959,Therapist_1,5931,1,Leaning
6960,Therapist_1,5942,1,Leaning
6961,Therapist_1,5953,1,Leaning
6962,Therapist_1,5964,1,Leaning
6963,Therapist_1,5975,1,Leaning
6964,Therapist_1,5986,1,Leaning
6965,Therapist_1,5997,1,Leaning
6966,Therapist_1,6008,1,Leaning
6967,Therapist_1,6009,1,Leaning
6968,Therapist_1,6020,1,Leaning
6969,Therapist_1,6031,1,Leaning
6970,Therapist_1,6042,1,Leaning
6971,Therapist_1,6053,1,Leaning
6972,Therapist_1,6064,1,Leaning
6973,Therapist_1,6075,1,Leaning
6974,Therapist_1,6086,1,Leaning
6975,Therapist_1,6097,1,Leaning
6976,Therapist_1,6108,1,Leaning
6977,Therapist_1,6119,1,Leaning
6978,Therapist_1,6120,1,Leaning
6979,Therapist_1,6131,1,Leaning
6980,Therapist_1,6142,1,Leaning
6981,Therapist_1,6153,1,Leaning
6982,Therapist_1,6164,1,Leaning
6983,Therapist_1,6175,1,Leaning
6984,Therapist_1,6186,1,Leaning
6985,Therapist_1,6197,1,Leaning
6986,Therapist_1,6208,1,Leaning
6987,Therapist_1,6219,1,Leaning
6988,Therapist_1,6230,1,Leaning
6989,Therapist_1,6231,1,Leaning
6990,Therapist_1,6232,1,Leaning
6991,Therapist_1,6243,1,Leaning
6992,Therapist_1,6254,1,Leaning
6993,Therapist_1,6265,1,Leaning
6994,Therapist_1,6276,1,Leaning
6995,Therapist_1,6287,1,Leaning
6996,Therapist_1,6298,1,Leaning
6997,Therapist_1,6309,1,Leaning
6998,Therapist_1,6320,1,Leaning
6999,Therapist_1,6331,1,Leaning
7000,Therapist_1,6342,1,Leaning
7001,Therapist_1,6343,1,Leaning
7002,Therapist_1,6354,1,Leaning
7003,Therapist_1,6365,1,Leaning
7004,Therapist_1,6376,1,Leaning
7005,Therapist_1,6387,1,Leaning
7006,Therapist_1,6398,1,Leaning
7007,Therapist_1,6409,1,Leaning
7008,Therapist_1,6420,1,Leaning
7009,Therapist_1,6431,1,Leaning
7010,Therapist_1,6442,1,Leaning
7011,Therapist_1,6453,1,Leaning
7012,Therapist_1,6454,1,Leaning
7013,Therapist_1,6465,1,Leaning
7014,Therapist_1,6476,1,Leaning
7015,Therapist_1,6487,1,Leaning
7016,Therapist_1,6498,1,Leaning
7017,Therapist_1,6509,1,Leaning
7018,Therapist_1,6520,1,Leaning
7019,Therapist_1,6531,1,Leaning
7020,Therapist_1,6542,1,Leaning
7021,Therapist_1,6553,1,Leaning
7022,Therapist_1,6564,1,Leaning
7023,Therapist_1,6565,1,Leaning
7024,Therapist_1,6576,1,Leaning
7025,Therapist_1,6587,1,Leaning
7026,Therapist_1,6598,1,Leaning
7027,Therapist_1,6609,1,Leaning
7028,Therapist_1,6620,1,Leaning
7029,Therapist_1,6631,1,Leaning
7030,Therapist_1,6642,1,Leaning
7031,Therapist_1,6653,1,Leaning
7032,Therapist_1,6664,1,Leaning
7033,Therapist_1,6675,1,Leaning
7034,Therapist_1,6676,1,Leaning
7035,Therapist_1,6687,1,Leaning
7036,Therapist_1,6698,1,Leaning
7037,Therapist_1,6709,1,Leaning
7038,Therapist_1,6720,1,Leaning
7039,Therapist_1,6731,1,Leaning
7040,Therapist_1,6742,1,Leaning
7041,Therapist_1,6753,1,Leaning
7042,Therapist_1,6764,1,Leaning
7043,Therapist_1,6775,1,Leaning
7044,Therapist_1,6786,1,Leaning
7045,Therapist_1,6787,1,Leaning
7046,Therapist_1,6798,1,Leaning
7047,Therapist_1,6809,1,Leaning
7048,Therapist_1,6820,1,Leaning
7049,Therapist_1,6831,1,Leaning
7050,Therapist_1,6842,1,Leaning
7051,Therapist_1,6853,1,Leaning
7052,Therapist_1,6864,1,Leaning
7053,Therapist_1,6875,1,Leaning
7054,Therapist_1,6886,1,Leaning
7055,Therapist_1,6897,1,Leaning
7056,Therapist_1,6898,1,Leaning
7057,Therapist_1,6909,1,Leaning
7058,Therapist_1,6920,1,Leaning
7059,Therapist_1,6931,1,Leaning
7060,Therapist_1,6942,1,Leaning
7061,Therapist_1,6953,1,Leaning
7062,Therapist_1,6964,1,Leaning
7063,Therapist_1,6975,1,Leaning
7064,Therapist_1,6986,1,Leaning
7065,Therapist_1,6997,1,Leaning
7066,Therapist_1,7008,1,Leaning
7067,Therapist_1,7009,1,Leaning
7068,Therapist_1,7020,1,Leaning
7069,Therapist_1,7031,1,Leaning
7070,Therapist_1,7042,1,Leaning
7071,Therapist_1,7053,1,Leaning
7072,Therapist_1,7064,1,Leaning
7073,Therapist_1,7075,1,Leaning
7074,Therapist_1,7086,1,Leaning
7075,Therapist_1,7097,1,Leaning
7076,Therapist_1,7108,1,Leaning
7077,Therapist_1,7119,1,Leaning
7078,Therapist_1,7120,1,Leaning
7079,Therapist_1,7131,1,Leaning
7080,Therapist_1,7142,1,Leaning
7081,Therapist_1,7153,1,Leaning
7082,Therapist_1,7164,1,Leaning
7083,Therapist_1,7175,1,Leaning
7084,Therapist_1,7186,1,Leaning
7085,Therapist_1,7197,1,Leaning
7086,Therapist_1,7208,1,Leaning
7087,Therapist_1,7219,1,Leaning
7088,Therapist_1,7227,1,Leaning
7089,Therapist_1,7228,1,Leaning
7090,Therapist_1,7229,1,Leaning
7091,Therapist_1,7230,1,Leaning
7092,Therapist_1,7231,1,Leaning
7093,Therapist_1,7232,1,Leaning
7094,Therapist_1,7233,1,Leaning
7095,Therapist_1,7234,1,Leaning
7096,Therapist_1,7235,1,Leaning
7097,Therapist_1,7236,1,Leaning
7098,Therapist_1,7237,1,Leaning
7099,Therapist_1,7238,1,Leaning
7100,Therapist_1,7239,1,Leaning
7101,Therapist_1,7240,1,Leaning
7102,Therapist_1,7241,1,Leaning
7103,Therapist_1,7242,1,Leaning
7104,Therapist_1,7243,1,Leaning
7105,Therapist_1,7244,1,Leaning
7106,Therapist_1,7245,1,Leaning
7107,Therapist_1,7246,1,Leaning
7108,Therapist_1,7247,1,Leaning
7109,Therapist_1,7248,1,Leaning
7110,Therapist_1,7249,1,Leaning
7111,Therapist_1,7250,1,Leaning
7112,Therapist_1,7251,1,Leaning
7113,Therapist_1,7252,1,Leaning
7114,Therapist_1,7253,1,Leaning
7115,Therapist_1,7254,1,Leaning
7116,Therapist_1,7255,1,Leaning
7117,Therapist_1,7256,1,Leaning
7118,Therapist_1,7257,1,Leaning
7119,Therapist_1,7258,1,Leaning
7120,Therapist_1,7259,1,Leaning
7121,Therapist_1,7260,1,Leaning
7122,Therapist_1,7261,1,Leaning
7123,Therapist_1,7262,1,Leaning
7124,Therapist_1,7263,1,Leaning
7125,Therapist_1,7264,1,Leaning
7126,Therapist_1,7265,1,Leaning
7127,Therapist_1,7266,1,Leaning
7128,Therapist_1,7267,1,Leaning
7129,Therapist_1,7268,1,Leaning
7130,Therapist_1,7269,1,Leaning
7131,Therapist_1,7270,1,Leaning
7132,Therapist_1,7271,1,Leaning
7133,Therapist_1,7272,1,Leaning
7134,Therapist_1,7273,1,Leaning
7135,Therapist_1,7274,1,Leaning
7136,Therapist_1,7275,1,Leaning
7137,Therapist_1,7276,1,Leaning
7138,Therapist_1,7277,1,Leaning
7139,Therapist_1,7278,1,Leaning
7140,Therapist_1,7279,1,Leaning
7141,Therapist_1,7280,1,Leaning
7142,Therapist_1,7281,1,Leaning
7143,Therapist_1,7282,1,Leaning
7144,Therapist_1,7283,1,Leaning
7145,Therapist_1,7284,1,Leaning
7146,Therapist_1,7285,1,Leaning
7147,Therapist_1,7286,1,Leaning
7148,Therapist_1,7287,1,Leaning
7149,Therapist_1,7288,1,Leaning
7150,Therapist_1,7289,1,Leaning
7151,Therapist_1,7290,1,Leaning
7152,Therapist_1,7291,1,Leaning
7153,Therapist_1,7292,1,Leaning
7154,Therapist_1,7293,1,Leaning
7155,Therapist_1,7294,1,Leaning
7156,Therapist_1,7295,1,Leaning
7157,Therapist_1,7296,1,Leaning
7158,Therapist_1,7297,1,Leaning
7159,Therapist_1,7298,1,Leaning
7160,Therapist_1,7299,1,Leaning
7161,Therapist_1,7300,1,Leaning
7162,Therapist_1,7301,1,Leaning
7163,Therapist_1,7302,1,Leaning
7164,Therapist_1,7303,1,Leaning
7165,Therapist_1,7304,1,Leaning
7166,Therapist_1,7305,1,Leaning
7167,Therapist_1,7306,1,Leaning
7168,Therapist_1,7307,1,Leaning
7169,Therapist_1,7308,1,Leaning
7170,Therapist_1,7309,1,Leaning
7171,Therapist_1,7310,1,Leaning
7172,Therapist_1,7311,1,Leaning
7173,Therapist_1,7312,1,Leaning
7174,Therapist_1,7313,1,Leaning
7175,Therapist_1,7314,1,Leaning
7176,Therapist_1,7315,1,Leaning
7177,Therapist_1,7316,1,Leaning
7178,Therapist_1,7317,1,Leaning
7179,Therapist_1,7318,1,Leaning
7180,Therapist_1,7319,1,Leaning
7181,Therapist_1,7320,1,Leaning
7182,Therapist_1,7321,1,Leaning
7183,Therapist_1,7322,1,Leaning
7184,Therapist_1,7323,1,Leaning
7185,Therapist_1,7324,1,Leaning
7186,Therapist_1,7325,1,Leaning
7187,Therapist_1,7326,1,Leaning
7188,Therapist_1,7327,1,Leaning
7189,Therapist_1,7328,1,Leaning
7190,Therapist_1,7329,1,Leaning
7191,Therapist_1,7330,1,Leaning
7192,Therapist_1,7331,1,Leaning
7193,Therapist_1,7332,1,Leaning
7194,Therapist_1,7333,1,Leaning
7195,Therapist_1,7334,1,Leaning
7196,Therapist_1,7335,1,Leaning
7197,Therapist_1,7336,1,Leaning
7198,Therapist_1,7337,1,Leaning
7199,Therapist_1,7338,1,Leaning
7200,Therapist_1,7339,1,Leaning
7201,Therapist_1,7340,1,Leaning
7202,Therapist_1,7341,1,Leaning
7203,Therapist_1,7342,1,Leaning
7204,Therapist_1,7343,1,Leaning
7205,Therapist_1,7344,1,Leaning
7206,Therapist_1,7345,1,Leaning
7207,Therapist_1,7346,1,Leaning
7208,Therapist_1,7347,1,Leaning
7209,Therapist_1,7348,1,Leaning
7210,Therapist_1,7349,1,Leaning
7211,Therapist_1,7350,1,Leaning
7212,Therapist_1,7351,1,Leaning
7213,Therapist_1,7352,1,Leaning
7214,Therapist_1,7353,1,Leaning
7215,Therapist_1,7354,1,Leaning
7216,Therapist_1,7355,1,Leaning
7217,Therapist_1,7356,1,Leaning
7218,Therapist_1,7357,1,Leaning
7219,Therapist_1,7358,1,Leaning
7220,Therapist_1,7359,1,Leaning
7221,Therapist_1,7360,1,Leaning
7222,Therapist_1,7361,1,Leaning
7223,Therapist_1,7362,1,Leaning
7224,Therapist_1,7363,1,Leaning
7225,Therapist_1,7364,1,Leaning
7226,Therapist_1,7365,1,Leaning
7227,Therapist_1,7366,1,Leaning
7228,Therapist_1,7367,1,Leaning
7229,Therapist_1,7368,1,Leaning
7230,Therapist_1,7369,1,Leaning
7231,Therapist_1,7370,1,Leaning
7232,Therapist_1,7371,1,Leaning
7233,Therapist_1,7372,1,Leaning
7234,Therapist_1,7373,1,Leaning
7235,Therapist_1,7374,1,Leaning
7236,Therapist_1,7375,1,Leaning
7237,Therapist_1,7376,1,Leaning
7238,Therapist_1,7377,1,Leaning
7239,Therapist_1,7378,1,Leaning
7240,Therapist_1,7379,1,Leaning
7241,Therapist_1,7380,1,Leaning
7242,Therapist_1,7381,1,Leaning
7243,Therapist_1,7382,1,Leaning
7244,Therapist_1,7383,1,Leaning
7245,Therapist_1,7384,1,Leaning
7246,Therapist_1,7385,1,Leaning
7247,Therapist_1,7386,1,Leaning
7248,Therapist_1,7387,1,Leaning
7249,Therapist_1,7388,1,Leaning
7250,Therapist_1,7389,1,Leaning
7251,Therapist_1,7390,1,Leaning
7252,Therapist_1,7391,1,Leaning
7253,Therapist_1,7392,1,Leaning
7254,Therapist_1,7393,1,Leaning
7255,Therapist_1,7394,1,Leaning
7256,Therapist_1,7395,1,Leaning
7257,Therapist_1,7396,1,Leaning
7258,Therapist_1,7397,1,Leaning
7259,Therapist_1,7398,1,Leaning
7260,Therapist_1,7399,1,Leaning
7261,Therapist_1,7400,1,Leaning
7262,Therapist_1,7401,1,Leaning
7263,Therapist_1,7402,1,Leaning
7264,Therapist_1,7403,1,Leaning
7265,Therapist_1,7404,1,Leaning
7266,Therapist_1,7405,1,Leaning
7267,Therapist_1,7406,1,Leaning
7268,Therapist_1,7407,1,Leaning
7269,Therapist_1,7408,1,Leaning
7270,Therapist_1,7409,1,Leaning
7271,Therapist_1,7410,1,Leaning
7272,Therapist_1,7411,1,Leaning
7273,Therapist_1,7412,1,Leaning
7274,Therapist_1,7413,1,Leaning
7275,Therapist_1,7414,1,Leaning
7276,Therapist_1,7415,1,Leaning
7277,Therapist_1,7416,1,Leaning
7278,Therapist_1,7417,1,Leaning
7279,Therapist_1,7418,1,Leaning
7280,Therapist_1,7419,1,Leaning
7281,Therapist_1,7420,1,Leaning
7282,Therapist_1,7421,1,Leaning
7283,Therapist_1,7422,1,Leaning
7284,Therapist_1,7423,1,Leaning
7285,Therapist_1,7424,1,Leaning
7286,Therapist_1,7425,1,Leaning
7287,Therapist_1,7426,1,Leaning
7288,Therapist_1,7427,1,Leaning
7289,Therapist_1,7428,1,Leaning
7290,Therapist_1,7429,1,Leaning
7291,Therapist_1,7430,1,Leaning
7292,Therapist_1,7431,1,Leaning
7293,Therapist_1,7432,1,Leaning
7294,Therapist_1,7433,1,Leaning
7295,Therapist_1,7434,1,Leaning
7296,Therapist_1,7435,1,Leaning
7297,Therapist_1,7436,1,Leaning
7298,Therapist_1,7437,1,Leaning
7299,Therapist_1,7438,1,Leaning
7300,Therapist_1,7439,1,Leaning
7301,Therapist_1,7440,1,Leaning
7302,Therapist_1,7441,1,Leaning
7303,Therapist_1,7442,1,Leaning
7304,Therapist_1,7443,1,Leaning
7305,Therapist_1,7444,1,Leaning
7306,Therapist_1,7445,1,Leaning
7307,Therapist_1,7446,1,Leaning
7308,Therapist_1,7447,1,Leaning
7309,Therapist_1,7448,1,Leaning
7310,Therapist_1,7449,1,Leaning
7311,Therapist_1,7450,1,Leaning
7312,Therapist_1,7451,1,Leaning
7313,Therapist_1,7452,1,Leaning
7314,Therapist_1,7453,1,Leaning
7315,Therapist_1,7454,1,Leaning
7316,Therapist_1,7455,1,Leaning
7317,Therapist_1,7456,1,Leaning
7318,Therapist_1,7457,1,Leaning
7319,Therapist_1,7458,1,Leaning
7320,Therapist_1,7459,1,Leaning
7321,Therapist_1,7460,1,Leaning
7322,Therapist_1,7461,1,Leaning
7323,Therapist_1,7462,1,Leaning
7324,Therapist_1,7463,1,Leaning
7325,Therapist_1,7464,1,Leaning
7326,Therapist_1,7465,1,Leaning
7327,Therapist_1,7466,1,Leaning
7328,Therapist_1,7467,1,Leaning
7329,Therapist_1,7468,1,Leaning
7330,Therapist_1,7469,1,Leaning
7331,Therapist_1,7470,1,Leaning
7332,Therapist_1,7471,1,Leaning
7333,Therapist_1,7472,1,Leaning
7334,Therapist_1,7473,1,Leaning
7335,Therapist_1,7474,1,Leaning
7336,Therapist_1,7475,1,Leaning
7337,Therapist_1,7476,1,Leaning
7338,Therapist_1,7477,1,Leaning
7339,Therapist_1,7478,1,Leaning
7340,Therapist_1,7479,1,Leaning
7341,Therapist_1,7480,1,Leaning
7342,Therapist_1,7481,1,Leaning
7343,Therapist_1,7482,1,Leaning
7344,Therapist_1,7483,1,Leaning
7345,Therapist_1,7484,1,Leaning
7346,Therapist_1,7485,1,Leaning
7347,Therapist_1,7486,1,Leaning
7348,Therapist_1,7487,1,Leaning
7349,Therapist_1,7488,1,Leaning
7350,Therapist_1,7489,1,Leaning
7351,Therapist_1,7490,1,Leaning
7352,Therapist_1,7491,1,Leaning
7353,Therapist_1,7492,1,Leaning
7354,Therapist_1,7493,1,Leaning
7355,Therapist_1,7494,1,Leaning
7356,Therapist_1,7495,1,Leaning
7357,Therapist_1,7496,1,Leaning
7358,Therapist_1,7497,1,Leaning
7359,Therapist_1,7498,1,Leaning
7360,Therapist_1,7499,1,Leaning
7361,Therapist_1,7500,1,Leaning
7362,Therapist_1,7501,1,Leaning
7363,Therapist_1,7502,1,Leaning
7364,Therapist_1,7503,1,Leaning
7365,Therapist_1,7504,1,Leaning
7366,Therapist_1,7505,1,Leaning
7367,Therapist_1,7506,1,Leaning
7368,Therapist_1,7507,1,Leaning
7369,Therapist_1,7508,1,Leaning
7370,Therapist_1,7509,1,Leaning
7371,Therapist_1,7510,1,Leaning
7372,Therapist_1,7511,1,Leaning
7373,Therapist_1,7512,1,Leaning
7374,Therapist_1,7513,1,Leaning
7375,Therapist_1,7514,1,Leaning
7376,Therapist_1,7515,1,Leaning
7377,Therapist_1,7516,1,Leaning
7378,Therapist_1,7517,1,Leaning
7379,Therapist_1,7518,1,Leaning
7380,Therapist_1,7519,1,Leaning
7381,Therapist_1,7520,1,Leaning
7382,Therapist_1,7521,1,Leaning
7383,Therapist_1,7522,1,Leaning
7384,Therapist_1,7523,1,Leaning
7385,Therapist_1,7524,1,Leaning
7386,Therapist_1,7525,1,Leaning
7387,Therapist_1,7526,1,Leaning
7388,Therapist_1,7527,1,Leaning
7389,Therapist_1,7528,1,Leaning
7390,Therapist_1,7529,1,Leaning
7391,Therapist_1,7530,1,Leaning
7392,Therapist_1,7531,1,Leaning
7393,Therapist_1,7532,1,Leaning
7394,Therapist_1,7533,1,Leaning
7395,Therapist_1,7534,1,Leaning
7396,Therapist_1,7535,1,Leaning
7397,Therapist_1,7536,1,Leaning
7398,Therapist_1,7537,1,Leaning
7399,Therapist_1,7538,1,Leaning
7400,Therapist_1,7539,1,Leaning
7401,Therapist_1,7540,1,Leaning
7402,Therapist_1,7541,1,Leaning
7403,Therapist_1,7542,1,Leaning
7404,Therapist_1,7543,1,Leaning
7405,Therapist_1,7544,1,Leaning
7406,Therapist_1,7545,1,Leaning
7407,Therapist_1,7546,1,Leaning
7408,Therapist_1,7547,1,Leaning
7409,Therapist_1,7548,1,Leaning
7410,Therapist_1,7549,1,Leaning
7411,Therapist_1,7550,1,Leaning
7412,Therapist_1,7551,1,Leaning
7413,Therapist_1,7552,1,Leaning
7414,Therapist_1,7553,1,Leaning
7415,Therapist_1,7554,1,Leaning
7416,Therapist_1,7555,1,Leaning
7417,Therapist_1,7556,1,Leaning
7418,Therapist_1,7557,1,Leaning
7419,Therapist_1,7558,1,Leaning
7420,Therapist_1,7559,1,Leaning
7421,Therapist_1,7560,1,Leaning
7422,Therapist_1,7561,1,Leaning
7423,Therapist_1,7562,1,Leaning
7424,Therapist_1,7563,1,Leaning
7425,Therapist_1,7564,1,Leaning
7426,Therapist_1,7565,1,Leaning
7427,Therapist_1,7566,1,Leaning
7428,Therapist_1,7567,1,Leaning
7429,Therapist_1,7568,1,Leaning
7430,Therapist_1,7569,1,Leaning
7431,Therapist_1,7570,1,Leaning
7432,Therapist_1,7571,1,Leaning
7433,Therapist_1,7572,1,Leaning
7434,Therapist_1,7573,1,Leaning
7435,Therapist_1,7574,1,Leaning
7436,Therapist_1,7575,1,Leaning
7437,Therapist_1,7576,1,Leaning
7438,Therapist_1,7577,1,Leaning
7439,Therapist_1,7578,1,Leaning
7440,Therapist_1,7579,1,Leaning
7441,Therapist_1,7580,1,Leaning
7442,Therapist_1,7581,1,Leaning
7443,Therapist_1,7582,1,Leaning
7444,Therapist_1,7583,1,Leaning
7445,Therapist_1,7584,1,Leaning
7446,Therapist_1,7585,1,Leaning
7447,Therapist_1,7586,1,Leaning
7448,Therapist_1,7587,1,Leaning
